age,monthly_revenue,debt_ratio,rated_exposure,serious_delinquencies_in_past_2_years,composite_overdue
-0.9067,-0.6685,-0.3332,2.1271,0,0
0.46,-0.1408,-0.3335,-0.7212,0,0
2.5101,-1.2125,-0.3335,-0.7212,0,0
-0.7017,2.3088,-0.3326,2.1271,1,30
-0.0867,-0.0786,-0.3333,-0.7212,1,0
-1.2484,0.6956,-0.3334,-0.7212,0,30
0.05,-0.7022,-0.3316,-0.7212,1,270
-0.0183,-0.0592,-0.3335,-0.7212,0,0
-1.1117,-0.3705,-0.3333,2.1271,1,270
-0.7017,-0.5544,-0.3334,1.1777,0,240
0.1183,-0.2005,0.8389,-0.7212,0,30
-0.9067,0.8492,-0.3333,2.1271,0,0
-0.2233,0.3312,-0.3334,1.1777,1,300
-1.7267,-1.3095,-0.3328,-0.7212,0,0
-1.1117,1.0968,-0.3332,1.1777,0,0
0.05,-0.8553,-0.3327,0.2283,1,0
0.665,-0.345,-0.3327,0.2283,0,0
1.4851,-0.6683,-0.3335,-0.7212,1,0
-0.77,0.5063,-0.3331,-0.7212,0,0
2.1001,-0.7405,-0.3335,-0.7212,0,0
1.9634,-1.3274,-0.3332,-0.7212,1,0
-1.5217,-1.039,-0.3335,-0.7212,1,270
0.1183,2.2448,-0.333,1.1777,0,0
0.1867,-1.0849,-0.3332,-0.7212,1,0
-0.155,-0.2059,-0.3332,-0.7212,0,0
-0.4284,0.2675,-0.3331,-0.7212,0,0
0.7334,1.0034,-0.3333,1.1777,0,0
-1.0434,-1.1743,-0.3333,1.1777,0,0
-0.36,0.5226,-0.3334,1.1777,0,0
0.5967,1.3453,-0.3325,1.1777,0,120
1.6217,1.7985,-0.3332,0.2283,0,0
1.075,-0.2005,1.7531,0.2283,0,0
-0.155,-0.2005,4.0196,-0.7212,0,30
0.7334,-0.5746,-0.3333,-0.7212,0,0
-0.36,-0.2429,-0.3333,-0.7212,1,0
-0.0867,1.1605,-0.3333,-0.7212,0,0
-1.1801,-1.1896,-0.3329,-0.7212,0,0
0.1183,-0.1153,-0.3331,0.2283,0,0
-1.0434,1.033,-0.3329,-0.7212,0,0
-1.1801,-0.3493,-0.3334,-0.7212,0,0
-0.155,-0.2429,-0.3335,-0.7212,0,0
-0.4284,-0.2005,0.4673,-0.7212,1,150
0.8017,-0.2005,2.4799,-0.7212,1,30
-1.5901,-0.817,-0.3332,-0.7212,1,0
0.5967,1.3667,-0.3332,-0.7212,0,60
1.075,-0.2429,-0.3333,-0.7212,0,0
-1.7267,-1.2891,-0.3335,-0.7212,0,0
-0.77,-0.2005,3.4617,0.0285,1,120
-0.975,-0.5601,-0.3331,0.2283,0,0
-1.5901,-0.6782,-0.3333,-0.7212,1,150
-1.9318,-1.028,-0.3335,-0.7212,1,30
0.5284,2.5632,-0.3331,0.2283,0,0
-1.5217,-1.0339,-0.3331,0.2283,1,60
1.6217,-0.8553,-0.3327,-0.7212,0,90
0.46,-0.2005,2.7512,0.0285,0,0
1.28,1.6283,-0.3331,-0.7212,1,300
-0.7017,-0.1679,-0.3334,3.0766,1,420
-0.8384,-0.2429,-0.3322,0.2283,1,360
-0.36,-0.2005,1.6343,-0.7212,1,120
0.5967,-1.2636,-0.3332,-0.7212,1,150
-1.7951,-0.8808,-0.3335,-0.7212,0,90
0.3917,-0.7718,-0.3332,-0.7212,0,0
0.1183,1.033,-0.3333,1.1777,0,0
1.4167,-0.2005,0.9501,-0.7212,0,0
-0.7017,-0.2005,-0.0513,-0.7212,1,300
-0.0867,-0.5618,-0.3332,-0.7212,0,0
-1.3851,-0.6767,-0.3335,-0.7212,0,30
-0.0183,0.1654,-0.3335,1.1777,0,0
1.2117,-1.136,-0.3335,-0.7212,0,0
0.3917,-1.5187,2.8754,-0.7212,1,0
-0.2917,0.3568,-0.3331,-0.7212,0,0
-0.4967,-0.6894,-0.3332,2.1271,0,0
0.05,-0.0303,-0.3332,-0.7212,0,0
-0.0183,-0.9686,-0.3335,-0.7212,0,30
-0.2233,-1.5185,1.1151,0.2283,0,0
0.8017,4.5627,-0.3331,-0.7212,0,0
1.1434,-0.5491,-0.3331,0.2283,0,0
-1.4534,-0.4215,-0.3335,0.2283,1,90
0.05,2.3088,-0.3331,1.1777,0,60
0.7334,0.9901,-0.3335,0.2283,0,0
-0.36,0.7012,-0.3332,0.2283,0,90
1.8267,-0.2429,-0.3335,-0.7212,0,0
0.665,0.4078,-0.333,2.1271,0,0
-0.36,0.2675,-0.3332,2.1271,0,0
-1.5217,-0.2516,-0.3335,-0.7212,0,30
-1.5901,-0.5618,-0.3335,-0.7212,0,0
1.6901,-1.2891,-0.3334,-0.7212,0,0
-0.2233,-0.349,-0.3331,-0.7212,1,0
-0.2917,1.4795,-0.333,1.1777,1,0
0.7334,-0.9829,-0.3333,-0.7212,1,0
0.46,0.3238,-0.3332,1.1777,0,0
-1.8634,-1.0109,-0.3334,-0.7212,0,0
-0.565,0.8033,-0.3334,1.1777,0,0
1.5534,-0.2005,-0.2943,-0.7212,1,210
-0.9067,-0.8982,-0.3333,-0.7212,0,0
0.3233,-0.3705,-0.3334,0.2283,0,0
0.05,0.9725,-0.333,-0.7212,0,60
1.3484,-0.7958,-0.3329,-0.7212,0,0
0.87,1.8929,-0.3334,-0.7212,0,0
0.9384,-0.7532,-0.3333,0.2283,0,0
-1.3167,0.0404,-0.3332,1.1777,1,0
-0.6334,0.9138,-0.3333,-0.7212,0,0
-0.36,-0.7532,-0.3334,-0.7212,1,210
0.1867,1.2881,-0.3333,-0.7212,0,0
-0.0867,-0.1153,-0.3333,0.2283,0,60
-0.565,1.033,-0.3333,-0.7212,1,0
0.9384,-1.5185,1.8419,-0.7212,0,0
-1.1801,0.6502,-0.3331,-0.7212,0,0
0.3917,-0.3705,-0.3331,-0.7212,0,0
-0.565,-0.2939,-0.3331,0.2283,0,0
1.2117,-0.2005,1.9754,-0.7212,0,60
-0.975,-0.4241,-0.3332,-0.7212,0,90
-1.6584,-1.0403,-0.3333,0.2283,0,0
-0.7017,-1.1105,-0.3332,1.1777,1,150
-0.975,-0.3322,-0.3325,2.1271,1,30
1.4167,-0.447,-0.332,-0.7212,0,0
0.3233,-0.2005,1.3641,-0.7212,0,0
0.3917,-0.2005,1.3968,0.0285,0,0
-0.4284,0.1743,-0.3333,1.1777,0,30
1.075,0.0123,-0.3331,0.2283,1,0
-0.4967,0.8202,-0.3332,1.1777,0,0
0.05,-0.8336,-0.3332,2.1271,1,60
-1.0434,-0.2005,0.0609,-0.7212,0,150
1.8267,-0.7532,-0.3329,-0.7212,1,30
0.9384,1.1605,-0.3334,0.2283,0,60
-1.1117,-0.7532,-0.3332,-0.7212,1,30
-1.3167,1.3519,-0.3333,-0.7212,0,0
-0.2917,-0.345,-0.3334,0.2283,0,120
-0.2233,0.7012,-0.3332,-0.7212,0,0
-0.0183,0.7234,-0.3329,1.1777,1,90
-1.7951,-1.2393,-0.3332,-0.7212,0,0
0.5284,3.032,-0.3334,-0.7212,0,0
-0.77,-0.2005,2.1628,0.2283,0,0
-0.0867,-0.0273,-0.3328,1.1777,1,90
0.255,0.7778,-0.3335,-0.7212,0,0
-0.4967,0.0888,-0.333,1.1777,0,120
-1.8634,-0.7109,-0.3334,-0.7212,0,0
1.4851,-1.1105,-0.3335,-0.7212,0,0
0.8017,-1.0102,-0.3332,-0.7212,0,0
0.8017,-0.1875,-0.3332,-0.7212,0,0
1.4167,-0.2528,-0.3334,-0.7212,0,0
0.1867,-0.2005,0.1165,-0.7212,1,30
-0.4967,1.4667,-0.3333,-0.7212,0,0
0.46,-0.1918,-0.3335,-0.7212,0,0
-1.8634,-1.0339,-0.3333,-0.7212,1,90
0.3917,1.1848,-0.333,0.2283,1,0
-1.7951,-0.2005,-0.3335,0.2283,1,0
-1.3851,-0.2005,0.123,0.0285,1,480
0.9384,1.4923,-0.3333,-0.7212,0,0
-1.3851,-1.2125,-0.3331,-0.7212,1,0
0.5284,-0.2005,2.1323,0.0285,0,0
-0.4284,0.2675,-0.3328,-0.7212,0,0
0.9384,-0.3373,-0.3334,0.2283,0,0
1.8951,-0.2005,-0.2682,-0.7212,0,0
-0.4967,1.2881,-0.3334,-0.7212,0,0
1.2117,-1.2125,-0.3199,0.2283,0,0
-0.6334,-0.2005,0.6297,-0.7212,0,0
-1.2484,-0.3705,-0.333,2.1271,1,240
0.665,-1.0824,-0.3326,-0.7212,0,0
0.1183,0.3608,-0.3327,1.1777,1,0
-1.6584,-0.2005,0.7169,-0.7212,0,0
-0.36,-1.5187,3.988,1.1777,0,0
-0.7017,0.3185,-0.3333,-0.7212,0,0
0.3233,-0.101,-0.3333,-0.7212,0,0
-0.9067,3.5847,-0.3335,0.2283,0,30
-0.2917,-0.9318,-0.3335,-0.7212,1,60
2.0317,-0.2005,-0.3335,-0.7212,0,0
-1.3167,-0.7022,-0.3335,-0.7212,0,0
2.5784,-0.2005,-0.3237,-0.7212,0,0
0.1867,0.0307,-0.3334,0.2283,0,0
-1.1117,-0.5493,-0.3332,1.1777,0,0
-1.2484,-0.0132,-0.3334,-0.7212,1,300
-0.9067,0.4022,-0.3334,3.0766,1,120
0.46,1.5009,-0.3331,-0.7212,0,0
-0.2233,-0.9872,-0.3331,2.1271,1,90
-0.2233,-0.8043,-0.3331,-0.7212,1,210
-0.8384,-0.3919,-0.333,0.2283,0,0
1.5534,-0.2005,-0.2867,0.0285,0,0
-0.4284,1.5433,-0.333,-0.7212,1,0
-1.4534,-0.7958,-0.333,-0.7212,0,0
2.1684,-0.2005,-0.3128,-0.7212,0,0
1.3484,0.0123,-0.3325,-0.7212,1,240
2.0317,-0.8808,-0.3331,-0.7212,1,90
-0.4967,0.2317,-0.333,-0.7212,1,0
-0.6334,-0.9216,-0.3329,0.2283,1,210
-1.0434,1.5647,-0.3331,3.0766,0,0
0.3233,-0.0387,-0.3331,-0.7212,1,150
0.1183,-0.1571,-0.3329,-0.7212,0,0
0.05,1.3519,-0.3332,-0.7212,0,0
1.7584,0.7564,-0.3335,-0.7212,0,0
1.4167,-0.2005,-0.2311,-0.7212,0,0
1.28,-1.016,-0.333,-0.7212,0,0
0.46,-0.2005,-0.2703,0.0285,0,0
0.46,-0.8206,-0.3334,-0.7212,1,0
-0.975,-0.2005,0.0533,-0.7212,0,0
-1.5901,-0.9318,-0.3333,0.2283,0,30
0.1867,0.8444,-0.3322,-0.7212,1,30
0.1867,-0.2005,1.5385,-0.7212,1,1320
0.255,-0.9461,-0.332,0.2283,1,30
0.5284,-0.7532,-0.3332,-0.7212,0,0
-1.2484,0.5226,-0.3333,1.1777,0,0
0.8017,-0.1367,-0.3327,-0.7212,1,0
0.1867,0.1501,-0.333,1.1777,0,0
-0.8384,1.2881,-0.3331,2.1271,0,0
0.3233,1.0534,-0.3334,0.2283,0,0
0.3917,0.6949,-0.3329,-0.7212,0,0
-1.1801,-0.2643,-0.3333,-0.7212,1,360
-0.6334,-0.4981,-0.3335,1.1777,1,120
-0.7017,-0.4215,-0.3328,2.1271,0,0
-1.4534,-0.4215,-0.3328,0.2283,0,0
-0.2233,-0.5236,-0.3317,2.1271,1,90
0.1867,1.2616,-0.3334,2.1271,0,0
1.7584,0.0123,-0.3335,-0.7212,0,0
-0.2917,-0.7221,-0.333,2.1271,1,210
-0.7017,-0.4327,-0.3334,1.1777,0,450
1.28,-0.2005,-0.3314,0.0285,1,90
0.46,-0.9438,-0.3322,-0.7212,0,120
0.3917,-0.2005,-0.1886,-0.7212,1,120
0.3917,1.786,-0.3328,1.1777,1,840
-0.4284,-0.2005,-0.3041,-0.7212,0,0
1.0067,-0.7992,-0.3328,-0.7212,0,0
-0.7017,-0.345,-0.3332,0.2283,1,0
-0.0183,0.3312,-0.3332,1.1777,0,0
0.1867,-0.5236,-0.3332,0.2283,0,0
1.5534,-0.2005,-0.3292,0.0285,0,30
-0.7017,-0.2005,-0.3335,-0.7212,0,0
0.5284,-0.2005,1.5657,-0.7212,0,0
0.8017,-0.817,-0.3331,-0.7212,0,0
0.05,0.0901,-0.3329,-0.7212,1,0
-0.36,-0.2005,1.8392,-0.7212,0,0
1.1434,4.18,-0.3334,-0.7212,0,0
1.0067,-0.5103,-0.3334,-0.7212,0,0
-0.565,0.6076,-0.333,0.2283,1,60
-0.0183,-0.2005,2.5289,-0.7212,0,0
-1.5901,-0.7458,-0.3331,-0.7212,1,0
-0.2233,-1.5187,5.6409,-0.7212,0,0
-1.5901,-1.1847,-0.3329,-0.7212,0,0
0.8017,-0.4215,-0.3333,-0.7212,0,0
1.4167,-0.4769,-0.3334,1.1777,0,0
0.1867,1.1605,-0.3334,-0.7212,0,0
0.8017,-0.6371,-0.3328,-0.7212,0,0
0.1183,-0.2906,-0.3333,0.2283,1,210
-1.1117,-0.1587,-0.3326,-0.7212,0,0
1.0067,-1.5187,1.6997,-0.7212,0,0
-1.1117,-0.077,-0.3334,0.2283,0,60
-0.2917,-0.2005,3.2002,-0.7212,0,0
0.3233,-0.3414,-0.3333,-0.7212,0,0
0.1867,-0.2005,0.6003,-0.7212,0,0
0.05,-0.9346,-0.3334,-0.7212,0,0
-0.4284,-0.2005,2.3481,-0.7212,1,90
-0.4967,-1.1574,-0.3325,1.1777,1,120
0.1867,1.5433,-0.3331,0.2283,0,0
-1.2484,-0.3383,-0.3325,-0.7212,1,600
-0.0183,-0.2153,-0.3333,3.0766,0,0
-0.0867,-0.6256,-0.3331,3.0766,1,0
-0.6334,0.6076,-0.3335,3.0766,1,90
-1.1801,-1.1258,-0.3333,1.1777,0,0
1.6901,-1.0084,-0.3335,-0.7212,0,0
-0.0183,1.3134,-0.3333,1.1777,0,0
-1.1801,-0.2005,-0.1407,-0.7212,1,0
0.7334,-0.2005,4.1808,-0.7212,0,0
-0.2917,0.3312,-0.3333,1.1777,0,0
0.1183,-0.1153,-0.3319,-0.7212,1,0
-1.5901,-0.4942,-0.3332,-0.7212,1,0
-1.0434,-0.2005,-0.1745,-0.7212,1,180
-0.975,-0.2005,0.3181,0.2283,1,60
-0.155,0.0123,-0.3332,2.1271,0,30
2.2368,-0.6838,-0.3335,-0.7212,0,30
-1.5901,3.7122,-0.3331,0.2283,1,0
-0.36,-0.4332,-0.3333,-0.7212,0,0
0.1183,-0.2005,3.6415,-0.7212,0,0
-0.7017,-0.2005,3.2819,0.2283,0,0
1.0067,-0.345,-0.3329,-0.7212,0,0
0.5284,1.3305,-0.3327,-0.7212,1,660
-0.7017,-0.2005,5.8284,0.2283,1,0
0.3233,0.0123,-0.3329,0.2283,0,0
1.075,-1.0084,-0.3331,-0.7212,1,30
1.2117,-0.5407,-0.3332,0.2283,0,0
0.87,0.0424,-0.3327,-0.7212,0,0
-0.2917,-0.0387,-0.3332,1.1777,0,0
-0.77,1.033,-0.3334,-0.7212,1,0
-1.1801,-0.7109,-0.3329,1.1777,1,180
1.1434,-0.7532,-0.3333,-0.7212,0,0
-0.9067,-0.8808,-0.3323,1.1777,0,0
0.05,0.9819,-0.3329,2.1271,0,0
-1.7267,-1.0084,-0.3333,-0.7212,0,330
-0.4967,0.6502,-0.3333,-0.7212,0,0
-0.6334,0.0455,-0.3332,2.1271,0,0
1.0067,2.9679,-0.3333,0.2283,0,0
-0.565,-0.2005,2.8122,-0.7212,1,30
1.8267,-1.0934,-0.3333,-0.7212,0,0
0.7334,-0.7318,-0.3333,-0.7212,0,90
-1.5901,-0.8553,-0.3335,1.1777,0,180
-0.9067,-0.8859,-0.3331,0.2283,0,0
-1.1117,-0.7808,-0.3328,1.1777,0,0
-0.155,-0.2005,2.177,-0.7212,0,0
0.3233,-1.1778,-0.3319,-0.7212,1,0
-0.8384,0.395,-0.3331,-0.7212,0,0
-1.5217,1.033,-0.3335,-0.7212,0,0
-1.2484,-0.6256,-0.3333,3.0766,1,30
-0.77,-0.7698,-0.3327,0.2283,0,0
-0.7017,0.0761,-0.3327,-0.7212,0,0
0.665,-0.4131,-0.333,-0.7212,0,0
0.1183,2.0536,-0.3332,1.1777,0,0
1.1434,-1.1105,-0.3331,-0.7212,0,0
-0.77,0.4545,-0.3328,1.1777,1,390
-0.9067,-0.0898,-0.3335,1.1777,0,0
-0.2233,-0.1579,-0.3333,-0.7212,0,30
1.075,-0.2429,-0.3334,-0.7212,0,0
1.4167,-1.0084,-0.3335,-0.7212,0,0
-1.7267,-0.6256,-0.3334,0.2283,0,0
1.1434,-1.1069,-0.333,-0.7212,1,0
1.6217,-0.7532,-0.3335,-0.7212,0,0
-0.36,0.4785,-0.3332,2.1271,0,0
-1.6584,-0.2005,-0.3139,-0.7212,1,90
-0.155,0.9577,-0.3333,3.0766,0,180
1.1434,-0.2005,0.7964,-0.7212,0,0
-1.4534,-0.5195,-0.3326,2.1271,0,0
-0.0867,0.6502,-0.3334,-0.7212,1,0
-0.2233,0.395,-0.3333,0.2283,1,0
0.665,-0.0898,-0.3332,-0.7212,1,210
-0.6334,-0.2005,1.6322,-0.7212,1,150
0.87,0.2121,-0.3333,0.2283,0,0
-0.975,-1.238,-0.3331,1.1777,0,0
0.7334,-0.4981,-0.3334,-0.7212,1,0
0.7334,-0.4126,-0.3327,-0.7212,0,0
0.3233,-0.1791,-0.3328,-0.7212,0,0
0.05,0.7074,-0.3333,-0.7212,0,0
1.0067,-0.2005,-0.2017,-0.7212,0,0
0.46,0.7444,-0.3328,1.1777,0,0
0.87,-0.447,-0.3327,0.2283,1,0
-0.8384,-0.4537,-0.3335,-0.7212,0,0
0.5967,-0.6769,-0.3335,-0.7212,0,0
0.8017,0.1092,-0.3331,-0.7212,0,90
0.5967,-0.5442,-0.3333,-0.7212,0,0
-0.6334,-1.0467,-0.3332,1.1777,0,0
-0.77,-1.4677,-0.3335,1.1777,0,0
-1.1801,-0.2005,0.7387,1.1777,1,300
0.05,-0.6999,-0.3332,1.1777,1,90
0.1183,-0.0303,-0.3331,-0.7212,0,0
1.1434,-0.1153,-0.3333,-0.7212,1,270
0.5284,-0.1893,-0.3324,-0.7212,0,0
-0.36,1.4157,-0.333,2.1271,0,0
0.5284,1.5645,-0.3332,-0.7212,0,0
-0.2917,-0.868,-0.3334,-0.7212,0,0
0.7334,-0.2005,0.7005,0.0285,0,0
-1.3851,-0.2939,-0.3333,1.1777,0,0
-0.36,1.5433,-0.3331,2.1271,0,30
-0.9067,-0.7787,-0.3332,2.1271,1,30
-0.565,3.5847,-0.3334,-0.7212,1,60
-0.4967,-0.1791,-0.3334,-0.7212,1,270
0.46,-0.2005,-0.2464,-0.7212,1,180
1.2117,-0.2005,1.0688,-0.7212,0,0
-0.0867,-1.187,-0.3333,1.1777,1,150
-0.36,0.1572,-0.3333,1.1777,0,0
-0.6334,-1.0824,-0.3317,2.1271,1,750
-0.2233,-0.2429,-0.333,-0.7212,0,0
-1.1801,-1.0339,-0.3328,-0.7212,1,0
-0.155,-0.3067,-0.3325,1.1777,1,750
-1.5901,-0.2005,0.2723,-0.7212,1,30
-0.7017,-0.4424,-0.3331,-0.7212,0,0
0.255,-0.4644,-0.3329,-0.7212,0,30
-0.77,1.3093,-0.3332,1.1777,1,60
0.8017,-0.2005,2.4755,-0.7212,0,0
0.05,-0.0941,-0.3333,0.2283,0,0
0.05,-0.8553,-0.3322,-0.7212,0,0
-0.2233,-0.8553,-0.3334,-0.7212,0,0
0.46,-0.6734,-0.3329,-0.7212,0,0
-1.1801,-0.8808,-0.3329,-0.7212,0,0
1.7584,-0.2005,-0.3335,-0.7212,0,0
-1.4534,0.4716,-0.3335,0.2283,1,60
0.3917,-1.1173,-0.3324,0.2283,1,270
-0.2233,-0.2005,0.7376,-0.7212,0,0
0.3233,-0.3054,-0.3327,-0.7212,0,30
-0.4967,-1.1105,-0.333,0.2283,1,270
-0.0867,-0.1939,-0.3335,-0.7212,0,0
0.255,-0.5953,-0.3335,-0.7212,0,30
1.7584,-0.2005,0.9315,0.2283,0,0
0.5284,0.9692,-0.3335,-0.7212,0,0
-0.4967,0.2675,-0.3328,0.2283,1,0
-1.3851,-0.8043,-0.3334,1.1777,1,0
-1.0434,-0.5136,-0.3334,0.2283,0,210
-0.2917,-0.2005,7.9891,1.1777,0,0
-0.2233,0.8799,-0.333,0.2283,0,0
-0.565,-0.988,-0.3332,-0.7212,0,0
0.7334,-0.2005,5.5244,-0.7212,0,0
0.05,-0.2005,0.2494,-0.7212,1,0
-0.7017,-0.9063,-0.3334,2.1271,1,60
-0.6334,-0.2005,1.9787,-0.7212,0,0
0.3917,3.9036,-0.3334,1.1777,0,0
-0.6334,0.2846,-0.3331,0.2283,1,30
-0.4284,3.5847,-0.3333,-0.7212,1,30
1.4167,-0.7532,-0.3335,-0.7212,0,0
-0.7017,-0.3705,-0.3335,0.2283,0,0
-1.6584,-0.7213,-0.3334,2.1271,0,0
1.4167,-0.2429,-0.3334,0.2283,0,0
0.05,-0.0954,-0.3334,0.2283,0,0
0.255,-0.2005,1.363,0.2283,0,0
1.1434,-0.2429,-0.3335,-0.7212,0,0
-1.7951,-0.2005,-0.0154,-0.7212,1,240
0.1183,0.7778,-0.3332,1.1777,0,0
1.2117,1.1605,-0.3333,-0.7212,0,0
1.4167,-0.6871,-0.3335,-0.7212,0,0
1.075,-0.0132,-0.3335,-0.7212,0,0
0.46,-0.3386,-0.3333,-0.7212,0,0
0.05,-0.6767,-0.3325,1.1777,1,270
-1.7951,-0.5899,-0.3334,-0.7212,0,0
-0.77,0.0123,-0.3333,-0.7212,1,30
2.0317,-0.2005,0.3595,-0.7212,1,0
0.255,-0.2005,-0.3335,3.0766,0,0
0.87,1.5601,-0.3324,-0.7212,1,0
-1.1801,-0.5603,-0.3335,0.2283,1,210
-0.4967,-0.9574,-0.3328,-0.7212,0,0
-1.3851,-0.2005,-0.3052,-0.7212,1,630
-0.2233,-0.2005,2.8221,0.2283,0,60
-1.0434,-0.1918,-0.333,0.2283,0,0
0.46,-0.9727,-0.3335,-0.7212,1,0
-1.3851,-0.8808,-0.3326,1.1777,1,210
-1.7267,-0.7532,-0.3334,1.1777,1,150
2.3734,0.2675,-0.3335,-0.7212,0,0
0.3233,-0.2054,-0.3335,-0.7212,1,150
-1.1801,-0.4138,-0.3334,-0.7212,1,30
0.1183,-0.2005,1.1331,-0.7212,1,90
2.4418,-0.7747,-0.3335,-0.7212,0,0
0.8017,-0.3735,-0.3335,-0.7212,0,90
2.3734,-0.2005,-0.3248,-0.7212,0,0
-1.5217,-0.4131,-0.3334,-0.7212,0,0
-0.155,-0.1408,-0.3331,1.1777,0,0
-1.7267,-0.8808,-0.3334,-0.7212,0,60
0.1183,-0.0331,-0.3334,0.2283,0,30
0.8017,-0.1418,-0.3327,-0.7212,0,0
-0.9067,-0.345,-0.3334,-0.7212,1,0
-0.7017,0.5931,-0.3331,2.1271,1,0
0.9384,1.1605,-0.3332,-0.7212,0,0
0.1867,-0.2005,3.6295,0.2283,0,0
-0.565,-0.2005,2.4886,-0.7212,0,0
-0.6334,-1.3082,-0.3335,-0.7212,0,0
0.9384,-1.2278,-0.3332,0.2283,0,0
-1.2484,-0.2005,-0.0709,-0.7212,0,0
-1.6584,-0.9063,-0.3333,-0.7212,1,0
-0.36,-0.2005,0.6286,0.0285,0,0
0.8017,-0.2005,0.3148,-0.7212,0,0
-0.7017,-0.5019,-0.3328,1.1777,1,60
0.5284,-1.5187,2.1116,-0.7212,0,0
0.665,-0.5121,-0.3331,-0.7212,1,240
-0.155,-0.2454,-0.3325,2.1271,1,300
-0.565,0.3522,-0.3335,-0.7212,1,30
0.05,0.5226,-0.3329,-0.7212,1,120
-1.0434,0.3371,-0.3334,1.1777,0,0
1.075,0.2167,-0.333,2.1271,0,0
-1.1117,-0.8808,-0.3334,1.1777,1,450
0.9384,-0.4981,-0.3321,-0.7212,0,30
-0.36,-0.4838,-0.3329,1.1777,1,0
-0.36,1.1095,-0.3334,1.1777,1,150
-0.975,-0.8275,-0.3331,0.2283,1,240
-0.6334,-0.4335,-0.3335,2.1271,0,0
0.665,0.3409,-0.3331,-0.7212,1,30
1.4851,1.7985,-0.3334,0.2283,0,0
-1.8634,-1.3095,-0.3335,-0.7212,0,0
1.8951,0.1822,-0.3335,0.2283,1,30
0.1867,-0.4981,-0.3332,1.1777,0,0
0.1183,-0.2005,0.5698,-0.7212,0,180
-0.4284,1.7985,-0.3334,1.1777,0,0
1.1434,0.7913,-0.333,-0.7212,0,150
-1.0434,-0.8604,-0.3334,1.1777,0,0
0.3917,-0.9668,-0.3325,-0.7212,0,30
0.5284,0.9054,-0.3331,-0.7212,0,30
-0.155,-0.0387,-0.332,3.0766,0,0
1.3484,0.428,-0.333,-0.7212,0,0
-1.2484,-0.2005,-0.3107,-0.7212,0,0
0.1183,0.5226,-0.3331,0.2283,0,0
-1.7951,-0.2005,0.7452,-0.7212,1,0
-1.4534,-0.941,-0.3334,0.2283,0,0
-0.2917,1.2427,-0.3331,2.1271,0,0
-1.2484,0.6119,-0.3331,0.2283,1,0
0.46,-0.2429,-0.3333,-0.7212,0,0
-0.4284,-0.0387,-0.3329,-0.7212,1,0
-0.0867,-1.3146,-0.3322,-0.7212,0,0
0.5284,2.5852,-0.3334,0.2283,0,30
-1.6584,-0.4981,-0.3333,2.1271,0,30
-0.2233,0.0123,-0.3334,2.1271,1,210
-0.8384,-0.7106,-0.333,-0.7212,1,120
-1.1117,-0.3064,-0.3333,-0.7212,1,30
0.3233,-0.4981,-0.3331,1.1777,0,0
0.7334,-0.2939,-0.3333,-0.7212,0,0
-1.5217,-0.1153,-0.3334,2.1271,1,60
0.5284,0.8543,-0.3332,0.2283,0,0
-0.7017,0.565,-0.3329,2.1271,0,0
0.05,-0.2005,3.3669,2.1271,0,0
-0.8384,-0.4981,-0.3333,1.1777,0,0
2.6468,-0.2005,-0.3325,0.0285,0,0
-0.77,1.5433,-0.3333,0.2283,0,0
-0.9067,0.1144,-0.3333,3.0766,1,0
2.5101,-0.9063,-0.3335,-0.7212,0,0
0.3233,-0.2005,7.5042,-0.7212,0,90
0.5967,-0.2005,0.1034,0.0285,1,150
-0.565,0.863,-0.3335,-0.7212,1,90
-0.9067,-0.9571,-0.333,-0.7212,0,0
1.9634,0.0123,-0.3335,0.2283,0,0
-1.3167,-0.2429,-0.3326,1.1777,0,300
1.28,-0.2005,1.4458,-0.7212,0,0
-1.6584,0.0008,-0.3333,1.1777,0,0
-1.1801,-0.2459,-0.3334,1.1777,1,120
-1.6584,-1.3238,-0.3327,-0.7212,0,90
-0.7017,-0.1367,-0.3335,1.1777,0,0
-0.0867,2.7936,-0.3335,-0.7212,0,0
-1.2484,-0.8818,-0.3327,-0.7212,1,270
-0.77,-0.2005,-0.1625,-0.7212,1,0
0.1867,0.395,-0.3331,-0.7212,0,0
-1.7267,-0.8298,-0.3332,0.2283,1,150
0.8017,0.714,-0.3329,0.2283,0,0
-0.36,-0.2653,-0.3331,-0.7212,0,0
-0.2233,-0.1977,-0.3327,-0.7212,1,0
-0.155,-1.1105,-0.3323,2.1271,1,30
0.3233,0.0707,-0.3335,0.2283,0,0
-0.4967,-0.2005,0.2636,-0.7212,1,300
0.05,0.6502,-0.333,0.2283,0,30
-0.4284,1.3029,-0.3333,1.1777,0,0
-0.0183,-0.2005,-0.3335,0.0285,0,0
0.3233,-0.2005,3.1914,-0.7212,0,0
-1.1117,-0.8744,-0.3331,0.2283,0,0
-0.77,-0.1857,-0.3334,0.2283,1,450
1.2117,-0.3281,-0.3326,-0.7212,0,30
0.3233,1.5433,-0.3332,-0.7212,1,60
-1.0434,-0.8043,-0.3333,1.1777,1,30
-0.8384,-0.0005,-0.3331,-0.7212,0,0
-1.0434,-0.595,-0.3331,1.1777,1,0
-0.4284,0.3688,-0.3334,0.2283,1,750
0.87,1.033,-0.3334,-0.7212,0,0
0.5967,-1.0084,-0.3333,-0.7212,0,0
